Subsidiary,Month,Year,Ridership
Regional Transit Service,4,2016,1316168
Regional Transit Service,5,2016,1329560
Regional Transit Service,6,2016,1244038
Regional Transit Service,7,2016,1139124
Regional Transit Service,8,2016,1233426
Regional Transit Service,9,2016,1410707
Regional Transit Service,10,2016,1417147
Regional Transit Service,11,2016,1362136
Regional Transit Service,12,2016,1349830
RTS Access,1,2016,15587
RTS Access,2,2016,15446
RTS Access,3,2016,17335
RTS Access,4,2016,16362
RTS Access,5,2016,16047
RTS Access,6,2016,15977
RTS Access,7,2016,15273
RTS Access,8,2016,16356
RTS Access,9,2016,16218
RTS Access,10,2016,16746
RTS Access,11,2016,16717
RTS Access,12,2016,16886
RTS Genesee,1,2016,4319
RTS Genesee,2,2016,5643
RTS Genesee,3,2016,6126
RTS Genesee,4,2016,6136
RTS Genesee,5,2016,4882
RTS Genesee,6,2016,4215
RTS Genesee,7,2016,3799
RTS Genesee,8,2016,5111
RTS Genesee,9,2016,5980
RTS Genesee,10,2016,6221
RTS Genesee,11,2016,6183
RTS Genesee,12,2016,5087
RTS Livingston,1,2016,13757
RTS Livingston,2,2016,22357
RTS Livingston,3,2016,16977
RTS Livingston,4,2016,22677
RTS Livingston,5,2016,10668
RTS Livingston,6,2016,5629
RTS Livingston,7,2016,6138
RTS Livingston,8,2016,8105
RTS Livingston,9,2016,17713
RTS Livingston,10,2016,18831
RTS Livingston,11,2016,16041
RTS Livingston,12,2016,14403
RTS Ontario,1,2016,22226
RTS Ontario,2,2016,24759
RTS Ontario,3,2016,25674
RTS Ontario,4,2016,22943
RTS Ontario,5,2016,21954
RTS Ontario,6,2016,22107
RTS Ontario,7,2016,20478
RTS Ontario,8,2016,22224
RTS Ontario,9,2016,21764
RTS Ontario,10,2016,22141
RTS Ontario,11,2016,20758
RTS Ontario,12,2016,21133
RTS Orleans,1,2016,3179
RTS Orleans,2,2016,3183
RTS Orleans,3,2016,3505
RTS Orleans,4,2016,3146
RTS Orleans,5,2016,3014
RTS Orleans,6,2016,3256
RTS Orleans,7,2016,3006
RTS Orleans,8,2016,3616
RTS Orleans,9,2016,3610
RTS Orleans,10,2016,3721
RTS Orleans,11,2016,3902
RTS Orleans,12,2016,3613
RTS Seneca,1,2016,5594
RTS Seneca,2,2016,5618
RTS Seneca,3,2016,6189
RTS Seneca,4,2016,5864
RTS Seneca,5,2016,5802
RTS Seneca,6,2016,6512
RTS Seneca,7,2016,5666
RTS Seneca,8,2016,6236
RTS Seneca,9,2016,6327
RTS Seneca,10,2016,6249
RTS Seneca,11,2016,5301
RTS Seneca,12,2016,5402
RTS Wayne,1,2016,16111
RTS Wayne,2,2016,15994
RTS Wayne,3,2016,17059
RTS Wayne,4,2016,17671
RTS Wayne,5,2016,18333
RTS Wayne,6,2016,18465
RTS Wayne,7,2016,17746
RTS Wayne,8,2016,20716
RTS Wayne,9,2016,31227
RTS Wayne,10,2016,26995
RTS Wayne,11,2016,17344
RTS Wayne,12,2016,16170
RTS Wyoming,1,2016,4045
RTS Wyoming,2,2016,4244
RTS Wyoming,3,2016,4664
RTS Wyoming,4,2016,4042
RTS Wyoming,5,2016,3722
RTS Wyoming,6,2016,8247
RTS Wyoming,7,2016,4241
RTS Wyoming,8,2016,5156
RTS Wyoming,9,2016,3610
RTS Wyoming,10,2016,4634
RTS Wyoming,11,2016,3578
RTS Wyoming,12,2016,3652
Regional Transit Service,1,2017,1342382
Regional Transit Service,2,2017,1272704
Regional Transit Service,3,2017,1357480
Regional Transit Service,4,2017,1223561
Regional Transit Service,5,2017,1358231
Regional Transit Service,6,2017,1201029
Regional Transit Service,7,2017,1077698
Regional Transit Service,8,2017,1158650
Regional Transit Service,9,2017,1310788
Regional Transit Service,10,2017,1363630
Regional Transit Service,11,2017,1268388
Regional Transit Service,12,2017,1190478
RTS Access,1,2017,17272
RTS Access,2,2017,16809
RTS Access,3,2017,17977
RTS Access,4,2017,17991
RTS Access,5,2017,19086
RTS Access,6,2017,17990
RTS Access,7,2017,16020
RTS Access,8,2017,18241
RTS Access,9,2017,17628
RTS Access,10,2017,18828
RTS Access,11,2017,17442
RTS Access,12,2017,17131
RTS Genesee,1,2017,5376
RTS Genesee,2,2017,6484
RTS Genesee,3,2017,6823
RTS Genesee,4,2017,6362
RTS Genesee,5,2017,7035
RTS Genesee,6,2017,4811
RTS Genesee,7,2017,4126
RTS Genesee,8,2017,5567
RTS Genesee,9,2017,5794
RTS Genesee,10,2017,6054
RTS Genesee,11,2017,5220
RTS Genesee,12,2017,4575
RTS Livingston,1,2017,13318
RTS Livingston,2,2017,19160
RTS Livingston,3,2017,15602
RTS Livingston,4,2017,20584
RTS Livingston,5,2017,9858
RTS Livingston,6,2017,5610
RTS Livingston,7,2017,5713
RTS Livingston,8,2017,8289
RTS Livingston,9,2017,16954
RTS Livingston,10,2017,17412
RTS Livingston,11,2017,15406
RTS Livingston,12,2017,12344
RTS Ontario,1,2017,21859
RTS Ontario,2,2017,23246
RTS Ontario,3,2017,24555
RTS Ontario,4,2017,21158
RTS Ontario,5,2017,22025
RTS Ontario,6,2017,22975
RTS Ontario,7,2017,21657
RTS Ontario,8,2017,20994
RTS Ontario,9,2017,20053
RTS Ontario,10,2017,22155
RTS Ontario,11,2017,21227
RTS Ontario,12,2017,20590
RTS Orleans,1,2017,3624
RTS Orleans,2,2017,3823
RTS Orleans,3,2017,3870
RTS Orleans,4,2017,3500
RTS Orleans,5,2017,4127
RTS Orleans,6,2017,4063
RTS Orleans,7,2017,3856
RTS Orleans,8,2017,4266
RTS Orleans,9,2017,2841
RTS Orleans,10,2017,3115
RTS Orleans,11,2017,3028
RTS Orleans,12,2017,2767
RTS Seneca,1,2017,5580
RTS Seneca,2,2017,5561
RTS Seneca,3,2017,6148
RTS Seneca,4,2017,5654
RTS Seneca,5,2017,6341
RTS Seneca,6,2017,5998
RTS Seneca,7,2017,5370
RTS Seneca,8,2017,5283
RTS Seneca,9,2017,5290
RTS Seneca,10,2017,5544
RTS Seneca,11,2017,4809
RTS Seneca,12,2017,4593
RTS Wayne,1,2017,16384
RTS Wayne,2,2017,15390
RTS Wayne,3,2017,17162
RTS Wayne,4,2017,16504
RTS Wayne,5,2017,18745
RTS Wayne,6,2017,19321
RTS Wayne,7,2017,17789
RTS Wayne,8,2017,20860
RTS Wayne,9,2017,33368
RTS Wayne,10,2017,26329
RTS Wayne,11,2017,17753
RTS Wayne,12,2017,15378
RTS Wyoming,1,2017,3930
RTS Wyoming,2,2017,3806
RTS Wyoming,3,2017,3990
RTS Wyoming,4,2017,4781
RTS Wyoming,5,2017,3669
RTS Wyoming,6,2017,5411
RTS Wyoming,7,2017,3058
RTS Wyoming,8,2017,3667
RTS Wyoming,9,2017,3057
RTS Wyoming,10,2017,5070
RTS Wyoming,11,2017,3131
RTS Wyoming,12,2017,3043
